copper pending field work needed,copper pending line plant access issue,copper pending routing issue,dslam capacity issue,fault in network,fibre completed copper pending,order cancelled,order completed in field,reappointment needed eu not present,reappointment needed out of time,sales query,Notes,Keywords/Phrases,Sentences
0,0,0,0,0,1,0,0,0,0,0,tfgh mfl ok gea service test completed fault found mbit mbit sync end circuit test results tfgh mfl ok gea service test completed fault found mbit mbit sync end circuit test results tfgh mfl ok gea service test completed fault found mbit mbit sync end speed speed,gea service test completed fault found,tfgh mfl ok gea service test completed fault found mbit mbit sync end circuit test results tfgh mfl ok gea service test completed fault found mbit mbit sync end circuit test results tfgh mfl ok gea service test completed fault found mbit mbit sync end speed speed gea service test completed fault found
0,0,0,0,0,1,0,0,0,0,0,copper routes fiber ports sync dial tone achieved parent copper access circuit test results companynamelt tfgh mfl ok ltok cidt completed adsl modem detected end companynamelt tfgh mfl ok gea service test completed fault found mbit mbit sync end circuit test results companynamelt tfgh mfl ok cidt ltok end speed companynamelt tfgh mfl ok gea service test completed fault f speed companynamelt tfgh mfl ok gea service test completed fault f,gea service test completed fault found,copper routes fiber ports sync dial tone achieved parent copper access circuit test results companynamelt tfgh mfl ok ltok cidt completed adsl modem detected end companynamelt tfgh mfl ok gea service test completed fault found mbit mbit sync end circuit test results companynamelt tfgh mfl ok cidt ltok end speed companynamelt tfgh mfl ok gea service test completed fault f speed companynamelt tfgh mfl ok gea service test completed fault f gea service test completed fault found
0,0,0,0,0,1,0,0,0,0,0,upstreamspeed downstreamspeed tested nottestedreason demoperson doorcolor questions closurenotes tfgh mfl ok ltok cidt completed adsl modem detected end tfgh mfl ok gea service test completed fault found mbit mbit sync end dispatch comments tech struggling back original tech tech looking work trc questions eng mobile xxxxxxxxxxx,gea service test completed fault found,upstreamspeed downstreamspeed tested nottestedreason demoperson doorcolor questions closurenotes tfgh mfl ok ltok cidt completed adsl modem detected end tfgh mfl ok gea service test completed fault found mbit mbit sync end dispatch comments tech struggling back original tech tech looking work trc questions eng mobile xxxxxxxxxxx gea service test completed fault found
0,0,0,0,0,1,0,0,0,0,0,jumpered tested per task circuit test results tfgh mfl ok gea service test completed fault found mbit mbit sync end circuit test results dis network speed speed,gea service test completed fault found,jumpered tested per task circuit test results tfgh mfl ok gea service test completed fault found mbit mbit sync end circuit test results dis network speed speed gea service test completed fault found
0,0,0,1,0,0,0,0,0,0,0,ends cannot complete task linked order delayed allocated ports unavailable faulty skilled repair discussed rashad passing dcoe resolved please see additional information fibre routing quoted e fibre cable goes tried lift shift spare ports available use llums case raised ref afie,allocated ports unavailable faulty,ends cannot complete task linked order delayed allocated ports unavailable faulty skilled repair discussed rashad passing dcoe resolved please see additional information fibre routing quoted e fibre cable goes tried lift shift spare ports available use llums case raised ref afie allocated ports unavailable faulty
0,0,0,0,0,1,0,0,0,0,0,upstreamspeed downstreamspeed tested nottestedreason demoperson doorcolor questions closurenotes tfgh mfl ok gea service test completed fault found mbit mbit sync end jumpered ok fibre e left dis due copper job ncf synced ok cab line working cab marc docherty dispatch comments trc questions eng mobile xxxxxxxxxxx,gea service test completed fault found,upstreamspeed downstreamspeed tested nottestedreason demoperson doorcolor questions closurenotes tfgh mfl ok gea service test completed fault found mbit mbit sync end jumpered ok fibre e left dis due copper job ncf synced ok cab line working cab marc docherty dispatch comments trc questions eng mobile xxxxxxxxxxx gea service test completed fault found
0,0,0,1,0,0,0,0,0,0,0,ends cannot complete task linked order delayed allocated ports unavailable faulty could repair day discussed n passing dcoe resolved please see additional information please read previous notes incident number afie,allocated ports unavailable faulty,ends cannot complete task linked order delayed allocated ports unavailable faulty could repair day discussed n passing dcoe resolved please see additional information please read previous notes incident number afie allocated ports unavailable faulty
0,0,1,0,0,0,0,0,0,0,0,ends cannot complete task routing provided incorrect attempted resolve day dcoe unable passing planning please see additional information arrived site cpi tone stcb dt quoted e side went eu premises stcb right next eu confirmed linegoing stcb e side side routing solutions told routing incorrect update called dcoe spoke advisor uin xxxxxxxxx told lift shift different stcb cannot done provision task pass cp resolve routing updated myjobs fibre ports required stcb complete task,routing provided incorrect,ends cannot complete task routing provided incorrect attempted resolve day dcoe unable passing planning please see additional information arrived site cpi tone stcb dt quoted e side went eu premises stcb right next eu confirmed linegoing stcb e side side routing solutions told routing incorrect update called dcoe spoke advisor uin xxxxxxxxx told lift shift different stcb cannot done provision task pass cp resolve routing updated myjobs fibre ports required stcb complete task routing provided incorrect
0,0,0,0,0,1,0,0,0,0,0,tfgh mfl ok gea service test completed fault found sync last sync end survey required copper part jumpering completed circuit test results tfgh mfl ok gea service test completed fault found sync last sync end end speed mbps speed mbps,gea service test completed fault found,tfgh mfl ok gea service test completed fault found sync last sync end survey required copper part jumpering completed circuit test results tfgh mfl ok gea service test completed fault found sync last sync end end speed mbps speed mbps gea service test completed fault found
0,0,0,0,0,1,0,0,0,0,0,tfgh mfl ok ltok cidt completed adsl modem detected end tfgh mfl ok gea service test completed fault found mbit mbit sync end tfgh mfl ok ltok cidt completed adsl modem detected end tfgh mfl ok gea service test completed fault found mbit mbit sync end tfgh mfl ln dsl port successfully synchronised today expected bring port sync day test sync last sync end tfgh mfl ok ltok cidt completed adsl modem detected end circuit test results tfgh mfl ok ltok cidt completed,gea service test completed fault found,tfgh mfl ok ltok cidt completed adsl modem detected end tfgh mfl ok gea service test completed fault found mbit mbit sync end tfgh mfl ok ltok cidt completed adsl modem detected end tfgh mfl ok gea service test completed fault found mbit mbit sync end tfgh mfl ln dsl port successfully synchronised today expected bring port sync day test sync last sync end tfgh mfl ok ltok cidt completed adsl modem detected end circuit test results tfgh mfl ok ltok cidt completed gea service test completed fault found
0,0,0,0,0,1,0,0,0,0,0,tfgh mfl ok cpi tone applied ok end tfgh mfl ok ltok cidt completed adsl modem detected end tfgh mfl ok gea service test completed fault found mbit mbit sync end tfgh mfl ok ltok cidt completed adsl modem detected end tfgh mfl ok gea service test completed fault found mbit mbit sync end dispatch comments trc questions eng mobile xxxxxxxxxxx,gea service test completed fault found,tfgh mfl ok cpi tone applied ok end tfgh mfl ok ltok cidt completed adsl modem detected end tfgh mfl ok gea service test completed fault found mbit mbit sync end tfgh mfl ok ltok cidt completed adsl modem detected end tfgh mfl ok gea service test completed fault found mbit mbit sync end dispatch comments trc questions eng mobile xxxxxxxxxxx gea service test completed fault found
0,0,0,0,0,1,0,0,0,0,0,jumpered synced tested cab unable complete copper part job ncf raised circuit test results tfgh mfl ok gea service test completed fault found mbit mbit sync end circuit test results tfgh mfl ce start faulting stcb dis network end speed speed,gea service test completed fault found,jumpered synced tested cab unable complete copper part job ncf raised circuit test results tfgh mfl ok gea service test completed fault found mbit mbit sync end circuit test results tfgh mfl ce start faulting stcb dis network end speed speed gea service test completed fault found
0,1,0,0,0,0,0,0,0,0,0,ends photographic evidence available cannot complete task unable access companyname line plant located within end customer premises work commenced please see additional information met ken spooner onsite building finished yet works started confirmed duct front building dropwire connected internal comms cable property fed cp dp dp per routing hoist required dp due looks like porch front building hoist maybe required building ready till november furthered instal si task due length delay instal furthered vbh patch lead aware,unable access companyname line plant located within end customer premises,ends photographic evidence available cannot complete task unable access companyname line plant located within end customer premises work commenced please see additional information met ken spooner onsite building finished yet works started confirmed duct front building dropwire connected internal comms cable property fed cp dp dp per routing hoist required dp due looks like porch front building hoist maybe required building ready till november furthered instal si task due length delay instal furthered vbh patch lead aware unable access companyname line plant located within end customer premises
0,1,0,0,0,0,0,0,0,0,0,ends photographic evidence available cannot complete task unable access companyname line plant located within end customer premises work commenced please see additional information workman present sure line needs resident available need resident confirm nte required,unable access companyname line plant located within end customer premises,ends photographic evidence available cannot complete task unable access companyname line plant located within end customer premises work commenced please see additional information workman present sure line needs resident available need resident confirm nte required unable access companyname line plant located within end customer premises
0,0,0,0,0,1,0,0,0,0,0,upstreamspeed downstreamspeed tested nottestedreason demoperson mr leigh frobisher doorcolor questions closurenotes tfgh mfl ok gea service test completed fault found sync last sync end tfgh mfl ok ltok cidt completed adsl modem detected end dispatch comments trc questions eng mobile xxxxxxxxxxx,gea service test completed fault found,upstreamspeed downstreamspeed tested nottestedreason demoperson mr leigh frobisher doorcolor questions closurenotes tfgh mfl ok gea service test completed fault found sync last sync end tfgh mfl ok ltok cidt completed adsl modem detected end dispatch comments trc questions eng mobile xxxxxxxxxxx gea service test completed fault found
0,0,1,0,0,0,0,0,0,0,0,ends cannot complete task routing provided incorrect attempted resolve day dcoe unable passing planning please see additional information fibre routing still coming wrong stcb despite routing updated show line runs stcb instead stcb unable lift shift fibre cabinets different test heads fibre routing needs reprovided stcb,routing provided incorrect,ends cannot complete task routing provided incorrect attempted resolve day dcoe unable passing planning please see additional information fibre routing still coming wrong stcb despite routing updated show line runs stcb instead stcb unable lift shift fibre cabinets different test heads fibre routing needs reprovided stcb routing provided incorrect
0,0,0,0,0,0,0,0,1,0,0,ends cannot complete task end customer representative present premises work commenced manually entered closure notes,cannot complete task end customer representative present premises,ends cannot complete task end customer representative present premises work commenced manually entered closure notes cannot complete task end customer representative present premises
0,0,0,0,0,0,0,0,0,1,0,ends cannot complete task run time within scheduled hours end customer use service work outstanding fibre work please see additional information fibre incorrect stcb hoist senior engineer required complete job,run time within scheduled hours,ends cannot complete task run time within scheduled hours end customer use service work outstanding fibre work please see additional information fibre incorrect stcb hoist senior engineer required complete job run time within scheduled hours
0,1,0,0,0,0,0,0,0,0,0,ends photographic evidence available cannot complete task unable access companyname line plant located within companyname network work commenced please see additional information customer rang arrival said explained cp cannot attend due family emergency requested job rescheduled,unable access companyname line plant located within companyname network,ends photographic evidence available cannot complete task unable access companyname line plant located within companyname network work commenced please see additional information customer rang arrival said explained cp cannot attend due family emergency requested job rescheduled unable access companyname line plant located within companyname network
0,0,0,0,0,1,0,0,0,0,0,name xxxxxxxxxxxx ein xxxxxxxxxxxx current none issued none dn confirmed eside dial tone present jumpered copper eside dside fibre ports eside dside stcb checked defects stcb floor cleaned part copper provision ncf raised results tfgh mfl ce start faulting stcb dis leg network end tfgh mfl ca fault found possibly affecting gea services please check line test results sync session details port default status record sync end second test tfgh mfl ok ltok cidt completed adsl modem detected end tfgh mfl ok gea service test completed fault found mbit mbit sync end results tfgh,gea service test completed fault found,name xxxxxxxxxxxx ein xxxxxxxxxxxx current none issued none dn confirmed eside dial tone present jumpered copper eside dside fibre ports eside dside stcb checked defects stcb floor cleaned part copper provision ncf raised results tfgh mfl ce start faulting stcb dis leg network end tfgh mfl ca fault found possibly affecting gea services please check line test results sync session details port default status record sync end second test tfgh mfl ok ltok cidt completed adsl modem detected end tfgh mfl ok gea service test completed fault found mbit mbit sync end results tfgh gea service test completed fault found
0,0,1,0,0,0,0,0,0,0,0,ends text ahead complete fasttest ltok fibre jumpers provided sync dial tone confirmed min vdsl passed fasttest ltok showing ports sync today tfgh router plugged circuit id tfgh job f line test type fttc provision request time result summary ltok cidt completed adsl modem detected mfl ok test reference tfgh result summary gea service test completed fault found sync last sync tfgh mfl ok tfgh uprate known tfgh downrate known,routing provided incorrect gea service test completed fault found,ends text ahead complete fasttest ltok fibre jumpers provided sync dial tone confirmed min vdsl passed fasttest ltok showing ports sync today tfgh router plugged circuit id tfgh job f line test type fttc provision request time result summary ltok cidt completed adsl modem detected mfl ok test reference tfgh result summary gea service test completed fault found sync last sync tfgh mfl ok tfgh uprate known tfgh downrate known routing provided incorrect gea service test completed fault found
0,0,0,0,0,1,0,0,0,0,0,upstreamspeed downstreamspeed tested nottestedreason demoperson doorcolor questions closurenotes l tfgh mfl ok gea service test completed fault found mbit mbit sync end dispatch comments trc questions eng mobile xxxxxxxxxxx,gea service test completed fault found,upstreamspeed downstreamspeed tested nottestedreason demoperson doorcolor questions closurenotes l tfgh mfl ok gea service test completed fault found mbit mbit sync end dispatch comments trc questions eng mobile xxxxxxxxxxx gea service test completed fault found
0,0,1,0,0,0,0,0,0,0,0,tfgh mfl pc stcb jumpering tie pair problem found stcb check jumpering ensure test equipment removed testing taking remedial action sync session details port default status record sync,stcb jumpering tie pair problem found stcb,tfgh mfl pc stcb jumpering tie pair problem found stcb check jumpering ensure test equipment removed testing taking remedial action sync session details port default status record sync stcb jumpering tie pair problem found stcb
0,0,0,0,0,1,0,0,0,0,0,ends cab jumpering completed tfgh passed min close passed checklist submitted install house outstanding lift shift carried,ogea pas,ends cab jumpering completed tfgh passed min close passed checklist submitted install house outstanding lift shift carried ogea pas
0,0,0,0,0,1,0,0,0,0,0,associated copper task completed diss network jumpering fibre jumpered fibre routing got dial tone sync successful tfgh mfl ok gea service test completed fault found sync last sync end tfgh mfl n copper test result expected test request end circuit test results tfgh mfl ok gea service test completed fault found sync last sync end tfgh mfl n copper test result expected test request end circuit test results tfgh mfl dt test failure invalid tan test get failure check lts fault tracker nemo nat bt com reporting text starting message linetest including cir,gea service test completed fault found,associated copper task completed diss network jumpering fibre jumpered fibre routing got dial tone sync successful tfgh mfl ok gea service test completed fault found sync last sync end tfgh mfl n copper test result expected test request end circuit test results tfgh mfl ok gea service test completed fault found sync last sync end tfgh mfl n copper test result expected test request end circuit test results tfgh mfl dt test failure invalid tan test get failure check lts fault tracker nemo nat bt com reporting text starting message linetest including cir gea service test completed fault found
0,0,0,1,0,0,0,0,0,0,0,ends photographic evidence available cannot complete task linked order delayed allocated ports unavailable faulty could repair day discussed darrenand passing dcoe resolved please see additional information spare fibre ports stcb line sync testing dis one leg suspect dslam cab advised pass back,allocated ports unavailable faulty,ends photographic evidence available cannot complete task linked order delayed allocated ports unavailable faulty could repair day discussed darrenand passing dcoe resolved please see additional information spare fibre ports stcb line sync testing dis one leg suspect dslam cab advised pass back allocated ports unavailable faulty
0,0,0,0,0,1,0,0,0,0,0,jumpered onto allocated dslam side allocated routing copper side copper part installation yet complete lt results tfgh mfl ce start faulting end customer dp dis network end lt results sync tfgh mfl ok gea service test completed fault found mbit mbit sync end lt results tfgh mfl ok ltok sockets unplugged end circuit test results tfgh mfl ok ltok sockets unplugged end circuit test results tfgh mfl ce start faulting end customer dp dis network end speed n speed n,gea service test completed fault found,jumpered onto allocated dslam side allocated routing copper side copper part installation yet complete lt results tfgh mfl ce start faulting end customer dp dis network end lt results sync tfgh mfl ok gea service test completed fault found mbit mbit sync end lt results tfgh mfl ok ltok sockets unplugged end circuit test results tfgh mfl ok ltok sockets unplugged end circuit test results tfgh mfl ce start faulting end customer dp dis network end speed n speed n gea service test completed fault found
0,0,0,0,0,1,0,0,0,0,0,upstreamspeed downstreamspeed tested nottestedreason demoperson doorcolor questions closurenotes tfgh mfl ca start faulting end customer dp rectified loop end tfgh mfl ok gea service test completed fault found mbit mbit sync end tfgh mfl ok ltok sockets unplugged end dispatch comments shutting please move trc questions eng mobile xxxxxxxxxxx,gea service test completed fault found,upstreamspeed downstreamspeed tested nottestedreason demoperson doorcolor questions closurenotes tfgh mfl ca start faulting end customer dp rectified loop end tfgh mfl ok gea service test completed fault found mbit mbit sync end tfgh mfl ok ltok sockets unplugged end dispatch comments shutting please move trc questions eng mobile xxxxxxxxxxx gea service test completed fault found
0,0,0,1,0,0,0,0,0,0,0,ends cannot complete task linked order delayed allocated ports unavailable faulty skilled repair discussed hmm passing dcoe resolved please see additional information lam number afie see notes privious engineers getting called lot help,allocated ports unavailable faulty,ends cannot complete task linked order delayed allocated ports unavailable faulty skilled repair discussed hmm passing dcoe resolved please see additional information lam number afie see notes privious engineers getting called lot help allocated ports unavailable faulty
0,0,0,1,0,0,0,0,0,0,0,ends photographic evidence available cannot complete task linked order delayed allocated ports unavailable faulty could repair day discussed aftl lumms passing dcoe resolved please see additional information faulty fibre port spares llums ref afti,allocated ports unavailable faulty,ends photographic evidence available cannot complete task linked order delayed allocated ports unavailable faulty could repair day discussed aftl lumms passing dcoe resolved please see additional information faulty fibre port spares llums ref afti allocated ports unavailable faulty
0,0,0,1,0,0,0,0,0,0,0,ends cannot complete task linked order delayed allocated ports unavailable faulty skilled repair discussed get name passing dcoe resolved please see additional information prev notes confirm fibre ports go exist rang dcoe advised ports available provided lums ref afie informed patch lead,allocated ports unavailable faulty,ends cannot complete task linked order delayed allocated ports unavailable faulty skilled repair discussed get name passing dcoe resolved please see additional information prev notes confirm fibre ports go exist rang dcoe advised ports available provided lums ref afie informed patch lead allocated ports unavailable faulty
0,0,0,0,0,1,0,0,0,0,0,tfgh mfl ok gea service test completed fault found mbit mbit sync end copper side sent back track mark circuit test results circuit test results speed speed,gea service test completed fault found,tfgh mfl ok gea service test completed fault found mbit mbit sync end copper side sent back track mark circuit test results circuit test results speed speed gea service test completed fault found
0,0,0,0,0,1,0,0,0,0,0,si task tfgh mfl ce start faulting end customer dp dis network end tfgh mfl ok cpi tone applied ok end tfgh mfl ok gea service test completed fault found mbit mbit sync end tfgh mfl ok ltok sockets unplugged end circuit test results tfgh mfl ok ltok sockets unplugged end circuit test results tfgh mfl ce start faulting end customer dp dis network end speed speed,gea service test completed fault found,si task tfgh mfl ce start faulting end customer dp dis network end tfgh mfl ok cpi tone applied ok end tfgh mfl ok gea service test completed fault found mbit mbit sync end tfgh mfl ok ltok sockets unplugged end circuit test results tfgh mfl ok ltok sockets unplugged end circuit test results tfgh mfl ce start faulting end customer dp dis network end speed speed gea service test completed fault found
0,0,0,0,0,0,1,0,0,0,0,ends cannot complete task end customer advised order cancelled please see additional information end customer cancelled order eu wants stay virgin,end customer advised order cancelled,ends cannot complete task end customer advised order cancelled please see additional information end customer cancelled order eu wants stay virgin end customer advised order cancelled
0,0,0,1,0,0,0,0,0,0,0,ends cannot complete task linked order delayed allocated ports unavailable faulty could repair day discussed sohini passing dcoe resolved please see additional information spare ports available due ongoing issues ref afie sohini xxxxxxxxxx,allocated ports unavailable faulty,ends cannot complete task linked order delayed allocated ports unavailable faulty could repair day discussed sohini passing dcoe resolved please see additional information spare ports available due ongoing issues ref afie sohini xxxxxxxxxx allocated ports unavailable faulty
0,0,0,0,0,1,0,0,0,0,0,ends vdsl gea proveit done stcb ncf raised circuit id tfgh job f line test type fttc provision request time result summary ltok sockets unplugged mfl ok test reference tfgh result summary gea service test completed fault found sync tfgh mfl ok tfgh uprate mbit tfgh downrate mbit,gea service test completed fault found,ends vdsl gea proveit done stcb ncf raised circuit id tfgh job f line test type fttc provision request time result summary ltok sockets unplugged mfl ok test reference tfgh result summary gea service test completed fault found sync tfgh mfl ok tfgh uprate mbit tfgh downrate mbit gea service test completed fault found
0,0,0,0,0,1,0,0,0,0,0,upstreamspeed downstreamspeed tested nottestedreason demoperson doorcolor questions closurenotes tfgh mfl ok gea service test completed fault found mbit mbit sync end dispatch comments kg kg email request mark sanders trc questions eng mobile xxxxxxxxxxx,gea service test completed fault found,upstreamspeed downstreamspeed tested nottestedreason demoperson doorcolor questions closurenotes tfgh mfl ok gea service test completed fault found mbit mbit sync end dispatch comments kg kg email request mark sanders trc questions eng mobile xxxxxxxxxxx gea service test completed fault found
0,0,1,0,0,0,0,0,0,0,0,ends cannot complete task routing provided incorrect attempted resolve day dcoe unable passing planning please see additional information arrived site cpi tone stcb dt quoted e side went eu premises stcb right next eu confirmed linegoing stcb e side side routing solutions told routing incorrect update called dcoe spoke advisor uin xxxxxx told lift shift different stcb cannot done provision task pass cp resolve routing updated myjobs fibre ports required stcb complete task,routing provided incorrect,ends cannot complete task routing provided incorrect attempted resolve day dcoe unable passing planning please see additional information arrived site cpi tone stcb dt quoted e side went eu premises stcb right next eu confirmed linegoing stcb e side side routing solutions told routing incorrect update called dcoe spoke advisor uin xxxxxx told lift shift different stcb cannot done provision task pass cp resolve routing updated myjobs fibre ports required stcb complete task routing provided incorrect
0,0,0,1,0,0,0,0,0,0,0,ends photographic evidence available cannot complete task linked order delayed allocated ports unavailable faulty could repair day discussed dcoeand passing dcoe resolved please see additional information rang ahead confirmed job si task linked installation task installation completed fibre ports faulty noisy unable fix spare ports lift shift fibre jumpering completed dt ports co op dcoe lift shift job furthered llums case raised ref af ti,allocated ports unavailable faulty,ends photographic evidence available cannot complete task linked order delayed allocated ports unavailable faulty could repair day discussed dcoeand passing dcoe resolved please see additional information rang ahead confirmed job si task linked installation task installation completed fibre ports faulty noisy unable fix spare ports lift shift fibre jumpering completed dt ports co op dcoe lift shift job furthered llums case raised ref af ti allocated ports unavailable faulty
0,1,0,0,0,0,0,0,0,0,0,ends photographic evidence available cannot complete task unable access companyname line plant located within end customer premises work commenced please see additional information access manager informed,unable access companyname line plant located within end customer premises,ends photographic evidence available cannot complete task unable access companyname line plant located within end customer premises work commenced please see additional information access manager informed unable access companyname line plant located within end customer premises
0,0,1,0,0,0,0,0,0,0,0,tfgh mfl pc stcb jumpering tie pair problem found stcb check jumpering ensure test equipment removed tes,stcb jumpering tie pair problem found stcb,tfgh mfl pc stcb jumpering tie pair problem found stcb check jumpering ensure test equipment removed tes stcb jumpering tie pair problem found stcb
0,0,0,0,0,1,0,0,0,0,0,stcb jumper comp dial tone sync confirmed stcb tagged stcb copper side comp due pole tfgh mfl ok gea service test completed fault found mbit mbit sync end tfgh mfl n copper test result expected test request end circuit test results tfgh mfl ok gea service test completed fault found mbit mbit sync end tfgh mfl n copper test result expected test request end circuit test results tfgh mfl ok ltok cidt completed adsl modem detected end speed speed,gea service test completed fault found,stcb jumper comp dial tone sync confirmed stcb tagged stcb copper side comp due pole tfgh mfl ok gea service test completed fault found mbit mbit sync end tfgh mfl n copper test result expected test request end circuit test results tfgh mfl ok gea service test completed fault found mbit mbit sync end tfgh mfl n copper test result expected test request end circuit test results tfgh mfl ok ltok cidt completed adsl modem detected end speed speed gea service test completed fault found
0,1,0,0,0,0,0,0,0,0,0,ends photographic evidence available cannot complete task unable access companyname line plant located within end customer premises jumper work completed cabinet please see additional information cab jumpering done unable cease donor fibre ports e side taken already put fast test rectified loop called customers nobody home phone goes straight txt messaging service dropwire lead present causing issue probably old nte clear pole appointment needed change lead master socket,unable access companyname line plant located within end customer premises,ends photographic evidence available cannot complete task unable access companyname line plant located within end customer premises jumper work completed cabinet please see additional information cab jumpering done unable cease donor fibre ports e side taken already put fast test rectified loop called customers nobody home phone goes straight txt messaging service dropwire lead present causing issue probably old nte clear pole appointment needed change lead master socket unable access companyname line plant located within end customer premises
0,0,1,0,0,0,0,0,0,0,0,ends cannot complete task routing provided incorrect attempted resolve day dcoe unable passing planning please see additional information cannot complete task job built wrong stcb original routing stcb stcb routing updated via dcoe wc sales,routing provided incorrect,ends cannot complete task routing provided incorrect attempted resolve day dcoe unable passing planning please see additional information cannot complete task job built wrong stcb original routing stcb stcb routing updated via dcoe wc sales routing provided incorrect
0,1,0,0,0,0,0,0,0,0,0,ends photographic evidence available cannot complete task unable access companyname line plant located within end customer premises jumper work completed cabinet please see additional information need access prove good line nte detected testing property answer contact number appointment required,unable access companyname line plant located within end customer premises,ends photographic evidence available cannot complete task unable access companyname line plant located within end customer premises jumper work completed cabinet please see additional information need access prove good line nte detected testing property answer contact number appointment required unable access companyname line plant located within end customer premises
0,0,0,0,0,1,0,0,0,0,0,pre test dis dp dis cab dside customer answering contact number visited address answer circuit id tfgh job f j line test type fttc provision request time result summary copper test result expected test request mfl test reference tfgh result summary gea service test completed fault found sync tfgh mfl ok tfgh uprate mbit tfgh downrate mbit,gea service test completed fault found,pre test dis dp dis cab dside customer answering contact number visited address answer circuit id tfgh job f j line test type fttc provision request time result summary copper test result expected test request mfl test reference tfgh result summary gea service test completed fault found sync tfgh mfl ok tfgh uprate mbit tfgh downrate mbit gea service test completed fault found
0,0,0,1,0,0,0,0,0,0,0,ends cannot complete task linked order delayed allocated ports unavailable faulty skilled repair discussed xxxxxxxx passing dcoe resolved please see additional information xxxxxxx uin dcoe staff member working fibre ports ref number af ie,allocated ports unavailable faulty,ends cannot complete task linked order delayed allocated ports unavailable faulty skilled repair discussed xxxxxxxx passing dcoe resolved please see additional information xxxxxxx uin dcoe staff member working fibre ports ref number af ie allocated ports unavailable faulty
0,0,0,0,0,1,0,0,0,0,0,upstreamspeed downstreamspeed tested nottestedreason demoperson doorcolor questions closurenotes tfgh mfl n copper test result expected test request end tfgh mfl ok gea service test completed fault found mbit mbit sync end dispatch comments closing job next per tm lo trc questions eng mobile xxxxxxxxxxx,gea service test completed fault found,upstreamspeed downstreamspeed tested nottestedreason demoperson doorcolor questions closurenotes tfgh mfl n copper test result expected test request end tfgh mfl ok gea service test completed fault found mbit mbit sync end dispatch comments closing job next per tm lo trc questions eng mobile xxxxxxxxxxx gea service test completed fault found
0,0,0,0,0,1,0,0,0,0,0,upstreamspeed downstreamspeed tested nottestedreason demoperson doorcolor questions closurenotes jumpered situ tfgh mfl pc stcb jumpering tie pair problem found stcb check jumpering ensure test equipment removed testing taking remedial action sync session details port default status record sync end end tfgh mfl ok gea service test completed fault found mbit mbit sync end adam gibb dispatch comments trc questions eng mobile xxxxxxxxxxx,gea service test completed fault found,upstreamspeed downstreamspeed tested nottestedreason demoperson doorcolor questions closurenotes jumpered situ tfgh mfl pc stcb jumpering tie pair problem found stcb check jumpering ensure test equipment removed testing taking remedial action sync session details port default status record sync end end tfgh mfl ok gea service test completed fault found mbit mbit sync end adam gibb dispatch comments trc questions eng mobile xxxxxxxxxxx gea service test completed fault found
0,0,0,0,0,0,0,0,0,1,0,ends cannot complete task run time within scheduled hours end customer cannot use service work outstanding fibre sim provide customer called cancel call cp manually entered closure notes,run time within scheduled hours,ends cannot complete task run time within scheduled hours end customer cannot use service work outstanding fibre sim provide customer called cancel call cp manually entered closure notes run time within scheduled hours
0,0,0,0,0,1,0,0,0,0,0,upstreamspeed downstreamspeed tested nottestedreason demoperson doorcolor questions closurenotes tfgh mfl ok ltok customer equipment detected please unplug customer equipment test end tfgh mfl ok gea service test completed fault found mbit mbit sync end dispatch comments trc questions eng mobile xxxxxxxxxxx,gea service test completed fault found,upstreamspeed downstreamspeed tested nottestedreason demoperson doorcolor questions closurenotes tfgh mfl ok ltok customer equipment detected please unplug customer equipment test end tfgh mfl ok gea service test completed fault found mbit mbit sync end dispatch comments trc questions eng mobile xxxxxxxxxxx gea service test completed fault found
0,0,0,1,0,0,0,0,0,0,0,ends cannot complete task linked order delayed allocated ports unavailable faulty skilled repair discussed unknown passing dcoe resolved please see additional information quoted port exist stcb llums case already raised spare ports work yet complete llums number afti,allocated ports unavailable faulty,ends cannot complete task linked order delayed allocated ports unavailable faulty skilled repair discussed unknown passing dcoe resolved please see additional information quoted port exist stcb llums case already raised spare ports work yet complete llums number afti allocated ports unavailable faulty
0,0,0,0,0,1,0,0,0,0,0,ends service provided original nte location please note fibre line wrong cab line fibre routed cab due wrong address,service provided original nte location,ends service provided original nte location please note fibre line wrong cab line fibre routed cab due wrong address service provided original nte location
0,1,0,0,0,0,0,0,0,0,0,ends photographic evidence available cannot complete task unable access companyname line plant located within companyname network work commenced please see additional information customer new build house lines installed advised patch lead send planning team builder built house contacted companyname installing lines line sight eq get drop wire quoted eq metres road nearest eq pole need traffic management customer aware expecting call planning team,unable access companyname line plant located within companyname network,ends photographic evidence available cannot complete task unable access companyname line plant located within companyname network work commenced please see additional information customer new build house lines installed advised patch lead send planning team builder built house contacted companyname installing lines line sight eq get drop wire quoted eq metres road nearest eq pole need traffic management customer aware expecting call planning team unable access companyname line plant located within companyname network
0,0,0,0,0,1,0,0,0,0,0,ends circuit id tfgh job f line test type fttc provision request time result summary ltok cidt completed adsl modem detected mfl ok test reference tfgh result summary gea service test completed fault found sync last sync tfgh mfl ok tfgh uprate known tfgh downrate known,gea service test completed fault found,ends circuit id tfgh job f line test type fttc provision request time result summary ltok cidt completed adsl modem detected mfl ok test reference tfgh result summary gea service test completed fault found sync last sync tfgh mfl ok tfgh uprate known tfgh downrate known gea service test completed fault found
